1,370.59,38
1,370.845,40
1,371.1,32
1,371.355,27
1,371.61,38
1,371.865,37
1,372.12,45
1,372.375,32
1,372.63,34
1,372.885,33
1,373.14,34
1,373.395,34
1,373.65,37
1,373.905,46
1,374.16,41
1,374.415,41
1,374.67,39
1,374.925,35
1,375.18,26
1,375.435,36
1,375.69,35
1,375.945,46
1,376.2,41
1,376.455,48
1,376.71,34
1,376.964,30
1,377.219,30
1,377.474,46
1,377.729,38
1,377.984,42
1,378.239,33
1,378.494,41
1,378.748,41
1,379.003,49
1,379.258,40
1,379.513,39
1,379.768,40
1,380.022,45
1,380.277,43
1,380.532,37
1,380.787,49
1,381.041,30
1,381.296,49
1,381.551,42
1,381.806,37
1,382.06,34
1,382.315,47
1,382.57,44
1,382.824,41
1,383.079,41
1,383.334,42
1,383.588,38
1,383.843,46
1,384.098,44
1,384.352,45
1,384.607,53
1,384.862,30
1,385.116,25
1,385.371,36
1,385.625,45
1,385.88,32
1,386.135,41
1,386.389,45
1,386.644,33
1,386.898,40
1,387.153,44
1,387.407,37
1,387.662,40
1,387.916,33
1,388.171,46
1,388.425,39
1,388.68,37
1,388.934,41
1,389.189,35
1,389.443,26
1,389.698,45
1,389.952,40
1,390.207,50
1,390.461,47
1,390.716,46
1,390.97,41
1,391.225,43
1,391.479,42
1,391.733,32
1,391.988,43
1,392.242,42
1,392.497,46
1,392.751,40
1,393.005,49
1,393.26,38
1,393.514,47
1,393.768,40
1,394.023,44
1,394.277,43
1,394.531,47
1,394.786,46
1,395.04,47
1,395.294,44
1,395.549,42
1,395.803,50
1,396.057,51
1,396.311,37
1,396.566,48
1,396.82,51
1,397.074,47
1,397.328,63
1,397.583,49
1,397.837,53
1,398.091,47
1,398.345,48
1,398.599,42
1,398.853,42
1,399.108,56
1,399.362,58
1,399.616,55
1,399.87,48
1,400.124,52
1,400.378,63
1,400.633,53
1,400.887,44
1,401.141,59
1,401.395,48
1,401.649,56
1,401.903,57
1,402.157,52
1,402.411,51
1,402.665,57
1,402.919,50
1,403.173,53
1,403.427,58
1,403.681,51
1,403.935,59
1,404.189,52
1,404.443,51
1,404.697,72
1,404.951,58
1,405.205,58
1,405.459,61
1,405.713,66
1,405.967,62
1,406.221,59
1,406.475,65
1,406.729,52
1,406.983,53
1,407.237,63
1,407.491,71
1,407.745,58
1,407.999,61
1,408.252,69
1,408.506,65
1,408.76,65
1,409.014,64
1,409.268,61
1,409.522,60
1,409.775,62
1,410.029,55
1,410.283,60
1,410.537,60
1,410.791,59
1,411.045,66
1,411.298,62
1,411.552,61
1,411.806,56
1,412.06,67
1,412.313,59
1,412.567,63
1,412.821,63
1,413.075,73
1,413.328,56
1,413.582,63
1,413.836,65
1,414.089,52
1,414.343,59
1,414.597,65
1,414.85,60
1,415.104,63
1,415.358,71
1,415.611,64
1,415.865,57
1,416.119,60
1,416.372,53
1,416.626,64
1,416.879,66
1,417.133,70
1,417.387,65
1,417.64,57
1,417.894,56
1,418.147,58
1,418.401,66
1,418.654,54
1,418.908,61
1,419.162,61
1,419.415,57
1,419.669,63
1,419.922,61
1,420.176,63
1,420.429,57
1,420.683,56
1,420.936,57
1,421.189,67
1,421.443,61
1,421.696,56
1,421.95,52
1,422.203,57
1,422.457,53
1,422.71,52
1,422.963,52
1,423.217,57
1,423.47,57
1,423.724,63
1,423.977,55
1,424.23,55
1,424.484,52
1,424.737,51
1,424.99,48
1,425.244,51
1,425.497,57
1,425.75,37
1,426.004,48
1,426.257,52
1,426.51,55
1,426.764,54
1,427.017,62
1,427.27,50
1,427.523,56
1,427.777,48
1,428.03,58
1,428.283,53
1,428.536,45
1,428.79,43
1,429.043,52
1,429.296,50
1,429.549,56
1,429.802,44
1,430.056,49
1,430.309,37
1,430.562,44
1,430.815,47
1,431.068,46
1,431.321,48
1,431.575,49
1,431.828,44
1,432.081,46
1,432.334,53
1,432.587,43
1,432.84,53
1,433.093,39
1,433.346,48
1,433.599,44
1,433.852,41
1,434.105,47
1,434.358,52
1,434.612,50
1,434.865,53
1,435.118,47
1,435.371,43
1,435.624,42
1,435.877,46
1,436.13,49
1,436.383,47
1,436.635,37
1,436.888,50
1,437.141,52
1,437.394,60
1,437.647,49
1,437.9,48
1,438.153,66
1,438.406,62
1,438.659,56
1,438.912,66
1,439.165,51
1,439.418,50
1,439.671,59
1,439.923,64
1,440.176,57
1,440.429,56
1,440.682,65
1,440.935,73
1,441.188,70
1,441.44,68
1,441.693,71
1,441.946,70
1,442.199,69
1,442.452,68
1,442.704,61
1,442.957,67
1,443.21,75
1,443.463,70
1,443.715,74
1,443.968,77
1,444.221,82
1,444.474,78
1,444.726,99
1,444.979,88
1,445.232,86
1,445.484,92
1,445.737,98
1,445.99,99
1,446.242,95
1,446.495,95
1,446.748,100
1,447,105
1,447.253,102
1,447.506,97
1,447.758,122
1,448.011,115
1,448.263,116
1,448.516,125
1,448.769,117
1,449.021,118
1,449.274,124
1,449.526,126
1,449.779,137
1,450.031,120
1,450.284,137
1,450.536,125
1,450.789,134
1,451.041,152
1,451.294,155
1,451.546,159
1,451.799,159
1,452.051,162
1,452.304,150
1,452.556,162
1,452.809,168
1,453.061,177
1,453.314,180
1,453.566,186
1,453.818,195
1,454.071,189
1,454.323,189
1,454.576,195
1,454.828,197
1,455.08,200
1,455.333,203
1,455.585,208
1,455.838,210
1,456.09,210
1,456.342,213
1,456.595,224
1,456.847,225
1,457.099,240
1,457.351,235
1,457.604,241
1,457.856,262
1,458.108,245
1,458.361,257
1,458.613,267
1,458.865,258
1,459.117,266
1,459.37,280
1,459.622,289
1,459.874,275
1,460.126,288
1,460.378,288
1,460.631,307
1,460.883,318
1,461.135,327
1,461.387,323
1,461.639,314
1,461.892,326
1,462.144,330
1,462.396,322
1,462.648,363
1,462.9,339
1,463.152,341
1,463.404,357
1,463.656,356
1,463.909,364
1,464.161,391
1,464.413,389
1,464.665,389
1,464.917,397
1,465.169,404
1,465.421,396
1,465.673,417
1,465.925,443
1,466.177,433
1,466.429,440
1,466.681,458
1,466.933,443
1,467.185,441
1,467.437,485
1,467.689,484
1,467.941,505
1,468.193,493
1,468.445,489
1,468.697,495
1,468.949,504
1,469.201,510
1,469.453,526
1,469.704,534
1,469.956,564
1,470.208,557
1,470.46,550
1,470.712,571
1,470.964,576
1,471.216,588
1,471.468,581
1,471.719,616
1,471.971,605
1,472.223,625
1,472.475,649
1,472.727,645
1,472.979,662
1,473.23,651
1,473.482,648
1,473.734,678
1,473.986,688
1,474.237,692
1,474.489,694
1,474.741,723
1,474.993,718
1,475.244,752
1,475.496,749
1,475.748,760
1,476,759
1,476.251,779
1,476.503,795
1,476.755,776
1,477.006,784
1,477.258,812
1,477.51,808
1,477.761,817
1,478.013,836
1,478.265,824
1,478.516,850
1,478.768,854
1,479.019,875
1,479.271,868
1,479.523,917
1,479.774,890
1,480.026,903
1,480.277,917
1,480.529,924
